sku,use_type,use_duration
300103075+425,Astigmatismo,Mensual
300104075+425,Astigmatismo,Mensual
300105075+425,Astigmatismo,Mensual
300106075+425,Astigmatismo,Mensual
300107075+425,Astigmatismo,Mensual
300108075+425,Astigmatismo,Mensual
300109075+425,Astigmatismo,Mensual
300110075+425,Astigmatismo,Mensual
300111075+425,Astigmatismo,Mensual
300112075+425,Astigmatismo,Mensual
300113075+425,Astigmatismo,Mensual
300114075+425,Astigmatismo,Mensual
300115075+425,Astigmatismo,Mensual
300116075+425,Astigmatismo,Mensual
300117075+425,Astigmatismo,Mensual
300118075+425,Astigmatismo,Mensual
300101125+425,Astigmatismo,Mensual
300102125+425,Astigmatismo,Mensual
300103125+425,Astigmatismo,Mensual
300104125+425,Astigmatismo,Mensual
300105125+425,Astigmatismo,Mensual
300106125+425,Astigmatismo,Mensual
300107125+425,Astigmatismo,Mensual
300108125+425,Astigmatismo,Mensual
300109125+425,Astigmatismo,Mensual
300110125+425,Astigmatismo,Mensual
300111125+425,Astigmatismo,Mensual
300112125+425,Astigmatismo,Mensual
300113125+425,Astigmatismo,Mensual
300114125+425,Astigmatismo,Mensual
300115125+425,Astigmatismo,Mensual
300116125+425,Astigmatismo,Mensual
300117125+425,Astigmatismo,Mensual
300118125+425,Astigmatismo,Mensual
300101175+425,Astigmatismo,Mensual
300102175+425,Astigmatismo,Mensual
300103175+425,Astigmatismo,Mensual
300104175+425,Astigmatismo,Mensual
300105175+425,Astigmatismo,Mensual
300106175+425,Astigmatismo,Mensual
300107175+425,Astigmatismo,Mensual
300108175+425,Astigmatismo,Mensual
300109175+425,Astigmatismo,Mensual
300110175+425,Astigmatismo,Mensual
300111175+425,Astigmatismo,Mensual
300112175+425,Astigmatismo,Mensual
300113175+425,Astigmatismo,Mensual
300114175+425,Astigmatismo,Mensual
300115175+425,Astigmatismo,Mensual
300116175+425,Astigmatismo,Mensual
300117175+425,Astigmatismo,Mensual
300118175+425,Astigmatismo,Mensual
300101075+450,Astigmatismo,Mensual
300102075+450,Astigmatismo,Mensual
300103075+450,Astigmatismo,Mensual
300104075+450,Astigmatismo,Mensual
300105075+450,Astigmatismo,Mensual
300106075+450,Astigmatismo,Mensual
300107075+450,Astigmatismo,Mensual
300108075+450,Astigmatismo,Mensual
300109075+450,Astigmatismo,Mensual
300110075+450,Astigmatismo,Mensual
300111075+450,Astigmatismo,Mensual
300112075+450,Astigmatismo,Mensual
300113075+450,Astigmatismo,Mensual
300114075+450,Astigmatismo,Mensual
300115075+450,Astigmatismo,Mensual
300116075+450,Astigmatismo,Mensual
300117075+450,Astigmatismo,Mensual
300118075+450,Astigmatismo,Mensual
300101125+450,Astigmatismo,Mensual
300102125+450,Astigmatismo,Mensual
300103125+450,Astigmatismo,Mensual
300104125+450,Astigmatismo,Mensual
300105125+450,Astigmatismo,Mensual
300106125+450,Astigmatismo,Mensual
300107125+450,Astigmatismo,Mensual
300108125+450,Astigmatismo,Mensual
300109125+450,Astigmatismo,Mensual
300110125+450,Astigmatismo,Mensual
300111125+450,Astigmatismo,Mensual
300112125+450,Astigmatismo,Mensual
300113125+450,Astigmatismo,Mensual
300114125+450,Astigmatismo,Mensual
300115125+450,Astigmatismo,Mensual
300116125+450,Astigmatismo,Mensual
300117125+450,Astigmatismo,Mensual
300118125+450,Astigmatismo,Mensual
300101175+450,Astigmatismo,Mensual
300102175+450,Astigmatismo,Mensual
300103175+450,Astigmatismo,Mensual
300104175+450,Astigmatismo,Mensual
300105175+450,Astigmatismo,Mensual
300106175+450,Astigmatismo,Mensual
300107175+450,Astigmatismo,Mensual
300108175+450,Astigmatismo,Mensual
300109175+450,Astigmatismo,Mensual
300110175+450,Astigmatismo,Mensual
300111175+450,Astigmatismo,Mensual
300112175+450,Astigmatismo,Mensual
300113175+450,Astigmatismo,Mensual
300114175+450,Astigmatismo,Mensual
300115175+450,Astigmatismo,Mensual
300116175+450,Astigmatismo,Mensual
300117175+450,Astigmatismo,Mensual
300118175+450,Astigmatismo,Mensual
300101075+475,Astigmatismo,Mensual
300102075+475,Astigmatismo,Mensual
300103075+475,Astigmatismo,Mensual
300104075+475,Astigmatismo,Mensual
300105075+475,Astigmatismo,Mensual
300106075+475,Astigmatismo,Mensual
300107075+475,Astigmatismo,Mensual
300108075+475,Astigmatismo,Mensual
300109075+475,Astigmatismo,Mensual
300110075+475,Astigmatismo,Mensual
300111075+475,Astigmatismo,Mensual
300112075+475,Astigmatismo,Mensual
300113075+475,Astigmatismo,Mensual
300114075+475,Astigmatismo,Mensual
300115075+475,Astigmatismo,Mensual
300116075+475,Astigmatismo,Mensual
300117075+475,Astigmatismo,Mensual
300118075+475,Astigmatismo,Mensual
300101125+475,Astigmatismo,Mensual
300102125+475,Astigmatismo,Mensual
300103125+475,Astigmatismo,Mensual
300104125+475,Astigmatismo,Mensual
300105125+475,Astigmatismo,Mensual
300106125+475,Astigmatismo,Mensual
300107125+475,Astigmatismo,Mensual
300108125+475,Astigmatismo,Mensual
300109125+475,Astigmatismo,Mensual
300110125+475,Astigmatismo,Mensual
300111125+475,Astigmatismo,Mensual
300112125+475,Astigmatismo,Mensual
300113125+475,Astigmatismo,Mensual
300114125+475,Astigmatismo,Mensual
300115125+475,Astigmatismo,Mensual
300116125+475,Astigmatismo,Mensual
300117125+475,Astigmatismo,Mensual
300118125+475,Astigmatismo,Mensual
300101175+475,Astigmatismo,Mensual
300102175+475,Astigmatismo,Mensual
300103175+475,Astigmatismo,Mensual
300104175+475,Astigmatismo,Mensual
300105175+475,Astigmatismo,Mensual
300106175+475,Astigmatismo,Mensual
300107175+475,Astigmatismo,Mensual
300108175+475,Astigmatismo,Mensual
300109175+475,Astigmatismo,Mensual
300110175+475,Astigmatismo,Mensual
300111175+475,Astigmatismo,Mensual
300112175+475,Astigmatismo,Mensual
300113175+475,Astigmatismo,Mensual
300114175+475,Astigmatismo,Mensual
300115175+475,Astigmatismo,Mensual
300116175+475,Astigmatismo,Mensual
300117175+475,Astigmatismo,Mensual
300118175+475,Astigmatismo,Mensual
300101075+500,Astigmatismo,Mensual
300102075+500,Astigmatismo,Mensual
300103075+500,Astigmatismo,Mensual
300104075+500,Astigmatismo,Mensual
300105075+500,Astigmatismo,Mensual
300106075+500,Astigmatismo,Mensual
300107075+500,Astigmatismo,Mensual
300108075+500,Astigmatismo,Mensual
300109075+500,Astigmatismo,Mensual
300110075+500,Astigmatismo,Mensual
300111075+500,Astigmatismo,Mensual
300112075+500,Astigmatismo,Mensual
300113075+500,Astigmatismo,Mensual
300114075+500,Astigmatismo,Mensual
300115075+500,Astigmatismo,Mensual
300116075+500,Astigmatismo,Mensual
300117075+500,Astigmatismo,Mensual
300118075+500,Astigmatismo,Mensual
300101125+500,Astigmatismo,Mensual
300102125+500,Astigmatismo,Mensual
300103125+500,Astigmatismo,Mensual
300104125+500,Astigmatismo,Mensual
300105125+500,Astigmatismo,Mensual
300106125+500,Astigmatismo,Mensual
300107125+500,Astigmatismo,Mensual
300108125+500,Astigmatismo,Mensual
300109125+500,Astigmatismo,Mensual
300110125+500,Astigmatismo,Mensual
300111125+500,Astigmatismo,Mensual
300112125+500,Astigmatismo,Mensual
300113125+500,Astigmatismo,Mensual
300114125+500,Astigmatismo,Mensual
300115125+500,Astigmatismo,Mensual
300116125+500,Astigmatismo,Mensual
300117125+500,Astigmatismo,Mensual
300118125+500,Astigmatismo,Mensual
300101175+500,Astigmatismo,Mensual
300102175+500,Astigmatismo,Mensual
300103175+500,Astigmatismo,Mensual
300104175+500,Astigmatismo,Mensual
300105175+500,Astigmatismo,Mensual
300106175+500,Astigmatismo,Mensual
300107175+500,Astigmatismo,Mensual
300108175+500,Astigmatismo,Mensual
300109175+500,Astigmatismo,Mensual
300110175+500,Astigmatismo,Mensual
300111175+500,Astigmatismo,Mensual
300112175+500,Astigmatismo,Mensual
300113175+500,Astigmatismo,Mensual
300114175+500,Astigmatismo,Mensual
300115175+500,Astigmatismo,Mensual
300116175+500,Astigmatismo,Mensual
300117175+500,Astigmatismo,Mensual
300118175+500,Astigmatismo,Mensual
300101075+525,Astigmatismo,Mensual
300102075+525,Astigmatismo,Mensual
300103075+525,Astigmatismo,Mensual
300104075+525,Astigmatismo,Mensual
300105075+525,Astigmatismo,Mensual
300106075+525,Astigmatismo,Mensual
300107075+525,Astigmatismo,Mensual
300108075+525,Astigmatismo,Mensual
300109075+525,Astigmatismo,Mensual
300110075+525,Astigmatismo,Mensual
215GL239,Formulado,Quincenal
300111075+525,Astigmatismo,Mensual
300112075+525,Astigmatismo,Mensual
300113075+525,Astigmatismo,Mensual
300114075+525,Astigmatismo,Mensual
300115075+525,Astigmatismo,Mensual
300116075+525,Astigmatismo,Mensual
300117075+525,Astigmatismo,Mensual
300118075+525,Astigmatismo,Mensual
300101125+525,Astigmatismo,Mensual
300102125+525,Astigmatismo,Mensual
300103125+525,Astigmatismo,Mensual
300104125+525,Astigmatismo,Mensual
300105125+525,Astigmatismo,Mensual
300106125+525,Astigmatismo,Mensual
300107125+525,Astigmatismo,Mensual
300108125+525,Astigmatismo,Mensual
300109125+525,Astigmatismo,Mensual
300110125+525,Astigmatismo,Mensual
300111125+525,Astigmatismo,Mensual
300112125+525,Astigmatismo,Mensual
300113125+525,Astigmatismo,Mensual
300114125+525,Astigmatismo,Mensual
300115125+525,Astigmatismo,Mensual
300116125+525,Astigmatismo,Mensual
300117125+525,Astigmatismo,Mensual
300118125+525,Astigmatismo,Mensual
300101175+525,Astigmatismo,Mensual
300102175+525,Astigmatismo,Mensual
300103175+525,Astigmatismo,Mensual
300104175+525,Astigmatismo,Mensual
300105175+525,Astigmatismo,Mensual
300106175+525,Astigmatismo,Mensual
300107175+525,Astigmatismo,Mensual
300108175+525,Astigmatismo,Mensual
300109175+525,Astigmatismo,Mensual
300110175+525,Astigmatismo,Mensual
300111175+525,Astigmatismo,Mensual
300112175+525,Astigmatismo,Mensual
300113175+525,Astigmatismo,Mensual
300114175+525,Astigmatismo,Mensual
300115175+525,Astigmatismo,Mensual
300116175+525,Astigmatismo,Mensual
300117175+525,Astigmatismo,Mensual
300118175+525,Astigmatismo,Mensual
300101075+550,Astigmatismo,Mensual
300102075+550,Astigmatismo,Mensual
300103075+550,Astigmatismo,Mensual
300104075+550,Astigmatismo,Mensual
300105075+550,Astigmatismo,Mensual
300106075+550,Astigmatismo,Mensual
300107075+550,Astigmatismo,Mensual
300108075+550,Astigmatismo,Mensual
300109075+550,Astigmatismo,Mensual
300110075+550,Astigmatismo,Mensual
300111075+550,Astigmatismo,Mensual
300112075+550,Astigmatismo,Mensual
300113075+550,Astigmatismo,Mensual
300114075+550,Astigmatismo,Mensual
300115075+550,Astigmatismo,Mensual
300116075+550,Astigmatismo,Mensual
300117075+550,Astigmatismo,Mensual
300118075+550,Astigmatismo,Mensual
300101125+550,Astigmatismo,Mensual
300102125+550,Astigmatismo,Mensual
300103125+550,Astigmatismo,Mensual
300104125+550,Astigmatismo,Mensual
300105125+550,Astigmatismo,Mensual
300106125+550,Astigmatismo,Mensual
300107125+550,Astigmatismo,Mensual
300108125+550,Astigmatismo,Mensual
300109125+550,Astigmatismo,Mensual
300110125+550,Astigmatismo,Mensual
300111125+550,Astigmatismo,Mensual
300112125+550,Astigmatismo,Mensual
300113125+550,Astigmatismo,Mensual
300114125+550,Astigmatismo,Mensual
300115125+550,Astigmatismo,Mensual
300116125+550,Astigmatismo,Mensual
300117125+550,Astigmatismo,Mensual
300118125+550,Astigmatismo,Mensual
300101175+550,Astigmatismo,Mensual
300102175+550,Astigmatismo,Mensual
300103175+550,Astigmatismo,Mensual
300104175+550,Astigmatismo,Mensual
300105175+550,Astigmatismo,Mensual
300106175+550,Astigmatismo,Mensual
300107175+550,Astigmatismo,Mensual
300108175+550,Astigmatismo,Mensual
300109175+550,Astigmatismo,Mensual
300110175+550,Astigmatismo,Mensual
300111175+550,Astigmatismo,Mensual
300112175+550,Astigmatismo,Mensual
300113175+550,Astigmatismo,Mensual
300114175+550,Astigmatismo,Mensual
300115175+550,Astigmatismo,Mensual
300116175+550,Astigmatismo,Mensual
300117175+550,Astigmatismo,Mensual
300118175+550,Astigmatismo,Mensual
300101075+575,Astigmatismo,Mensual
300102075+575,Astigmatismo,Mensual
300103075+575,Astigmatismo,Mensual
300104075+575,Astigmatismo,Mensual
300105075+575,Astigmatismo,Mensual
300106075+575,Astigmatismo,Mensual
300107075+575,Astigmatismo,Mensual
300108075+575,Astigmatismo,Mensual
300109075+575,Astigmatismo,Mensual
300110075+575,Astigmatismo,Mensual
300111075+575,Astigmatismo,Mensual
300112075+575,Astigmatismo,Mensual
300113075+575,Astigmatismo,Mensual
300114075+575,Astigmatismo,Mensual
300115075+575,Astigmatismo,Mensual
300116075+575,Astigmatismo,Mensual
300117075+575,Astigmatismo,Mensual
300118075+575,Astigmatismo,Mensual
300101125+575,Astigmatismo,Mensual
300102125+575,Astigmatismo,Mensual
300103125+575,Astigmatismo,Mensual
300104125+575,Astigmatismo,Mensual
300105125+575,Astigmatismo,Mensual
300106125+575,Astigmatismo,Mensual
300107125+575,Astigmatismo,Mensual
300108125+575,Astigmatismo,Mensual
300109125+575,Astigmatismo,Mensual
300110125+575,Astigmatismo,Mensual
300111125+575,Astigmatismo,Mensual
300112125+575,Astigmatismo,Mensual
300113125+575,Astigmatismo,Mensual
300114125+575,Astigmatismo,Mensual
300115125+575,Astigmatismo,Mensual
300116125+575,Astigmatismo,Mensual
300117125+575,Astigmatismo,Mensual
300118125+575,Astigmatismo,Mensual
300101175+575,Astigmatismo,Mensual
300102175+575,Astigmatismo,Mensual
300103175+575,Astigmatismo,Mensual
300104175+575,Astigmatismo,Mensual
300105175+575,Astigmatismo,Mensual
300106175+575,Astigmatismo,Mensual
300107175+575,Astigmatismo,Mensual
300108175+575,Astigmatismo,Mensual
300109175+575,Astigmatismo,Mensual
300110175+575,Astigmatismo,Mensual
300111175+575,Astigmatismo,Mensual
300112175+575,Astigmatismo,Mensual
300113175+575,Astigmatismo,Mensual
300114175+575,Astigmatismo,Mensual
300115175+575,Astigmatismo,Mensual
300116175+575,Astigmatismo,Mensual
300117175+575,Astigmatismo,Mensual
300118175+575,Astigmatismo,Mensual
300101075+600,Astigmatismo,Mensual
300102075+600,Astigmatismo,Mensual
300103075+600,Astigmatismo,Mensual
300104075+600,Astigmatismo,Mensual
300105075+600,Astigmatismo,Mensual
300106075+600,Astigmatismo,Mensual
300107075+600,Astigmatismo,Mensual
300108075+600,Astigmatismo,Mensual
300109075+600,Astigmatismo,Mensual
300110075+600,Astigmatismo,Mensual
300111075+600,Astigmatismo,Mensual
300112075+600,Astigmatismo,Mensual
300113075+600,Astigmatismo,Mensual
300114075+600,Astigmatismo,Mensual
300115075+600,Astigmatismo,Mensual
300116075+600,Astigmatismo,Mensual
300117075+600,Astigmatismo,Mensual
300118075+600,Astigmatismo,Mensual
300101125+600,Astigmatismo,Mensual
300102125+600,Astigmatismo,Mensual
300103125+600,Astigmatismo,Mensual
300104125+600,Astigmatismo,Mensual
300105125+600,Astigmatismo,Mensual
300106125+600,Astigmatismo,Mensual
300107125+600,Astigmatismo,Mensual
300108125+600,Astigmatismo,Mensual
300109125+600,Astigmatismo,Mensual
300110125+600,Astigmatismo,Mensual
300111125+600,Astigmatismo,Mensual
300112125+600,Astigmatismo,Mensual
300113125+600,Astigmatismo,Mensual
300114125+600,Astigmatismo,Mensual
300115125+600,Astigmatismo,Mensual
300116125+600,Astigmatismo,Mensual
300117125+600,Astigmatismo,Mensual
300118125+600,Astigmatismo,Mensual
300101175+600,Astigmatismo,Mensual
300102175+600,Astigmatismo,Mensual
300103175+600,Astigmatismo,Mensual
300104175+600,Astigmatismo,Mensual
300105175+600,Astigmatismo,Mensual
300106175+600,Astigmatismo,Mensual
300107175+600,Astigmatismo,Mensual
300108175+600,Astigmatismo,Mensual
300109175+600,Astigmatismo,Mensual
300110175+600,Astigmatismo,Mensual
300111175+600,Astigmatismo,Mensual
300112175+600,Astigmatismo,Mensual
300113175+600,Astigmatismo,Mensual
300114175+600,Astigmatismo,Mensual
300115175+600,Astigmatismo,Mensual
300116175+600,Astigmatismo,Mensual
300117175+600,Astigmatismo,Mensual
300118175+600,Astigmatismo,Mensual
430102+0050,Formulado,Anual
430102+0075,Formulado,Anual
430102+0100,Formulado,Anual
430102+0125,Formulado,Anual
430102+0150,Formulado,Anual
430102+0175,Formulado,Anual
430102+0200,Formulado,Anual
430102+0225,Formulado,Anual
430102+0250,Formulado,Anual
430102+0275,Formulado,Anual
430102+0300,Formulado,Anual
430102+0325,Formulado,Anual
430102+0350,Formulado,Anual
430102+0375,Formulado,Anual
430102+0400,Formulado,Anual
430102+0425,Formulado,Anual
430102+0450,Formulado,Anual
430102+0475,Formulado,Anual
430102+0500,Formulado,Anual
430102-0025,Formulado,Anual
430102-0050,Formulado,Anual
430102-0075,Formulado,Anual
430102-0100,Formulado,Anual
430102-0125,Formulado,Anual
430102-0150,Formulado,Anual
430102-0175,Formulado,Anual
430102-0200,Formulado,Anual
430102-0225,Formulado,Anual
430102-0250,Formulado,Anual
430102-0275,Formulado,Anual
430102-0300,Formulado,Anual
430102-0325,Formulado,Anual
430102-0350,Formulado,Anual
430102-0375,Formulado,Anual
430102-0400,Formulado,Anual
430102-0425,Formulado,Anual
430102-0450,Formulado,Anual
430102-0475,Formulado,Anual
430102-0500,Formulado,Anual
430102-0550,Formulado,Anual
430102-0600,Formulado,Anual
430502+00,,Anual
431102+0050,Formulado,Anual
431102+0075,Formulado,Anual
431102+0100,Formulado,Anual
431102+0125,Formulado,Anual
431102+0150,Formulado,Anual
431102+0175,Formulado,Anual
431102+0200,Formulado,Anual
431102+0225,Formulado,Anual
431102+0250,Formulado,Anual
431102+0275,Formulado,Anual
431102+0300,Formulado,Anual
431102+0325,Formulado,Anual
431102+0350,Formulado,Anual
431102+0375,Formulado,Anual
431102+0400,Formulado,Anual
431102+0425,Formulado,Anual
431102+0450,Formulado,Anual
431102+0475,Formulado,Anual
431102+0500,Formulado,Anual
431102-0025,Formulado,Anual
431102-0050,Formulado,Anual
431102-0075,Formulado,Anual
431102-0100,Formulado,Anual
431102-0125,Formulado,Anual
431102-0150,Formulado,Anual
431102-0175,Formulado,Anual
431102-0200,Formulado,Anual
431102-0225,Formulado,Anual
431102-0250,Formulado,Anual
431102-0275,Formulado,Anual
431102-0300,Formulado,Anual
431102-0325,Formulado,Anual
431102-0350,Formulado,Anual
431102-0375,Formulado,Anual
431102-0400,Formulado,Anual
431102-0425,Formulado,Anual
431102-0450,Formulado,Anual
431102-0475,Formulado,Anual
431102-0500,Formulado,Anual
431102-0550,Formulado,Anual
431102-0600,Formulado,Anual
431502+00,,Anual
432102+0050,Formulado,Anual
432102+0075,Formulado,Anual
432102+0100,Formulado,Anual
432102+0125,Formulado,Anual
432102+0150,Formulado,Anual
432102+0175,Formulado,Anual
432102+0200,Formulado,Anual
432102+0225,Formulado,Anual
432102+0275,Formulado,Anual
432102+0300,Formulado,Anual
432102+0325,Formulado,Anual
432102+0350,Formulado,Anual
432102+0375,Formulado,Anual
432102+0400,Formulado,Anual
432102+0425,Formulado,Anual
432102+0450,Formulado,Anual
432102+0500,Formulado,Anual
432102-0025,Formulado,Anual
432102-0050,Formulado,Anual
432102-0075,Formulado,Anual
432102-0100,Formulado,Anual
432102-0125,Formulado,Anual
432102-0150,Formulado,Anual
432102-0175,Formulado,Anual
432102-0200,Formulado,Anual
432102-0225,Formulado,Anual
432102-0250,Formulado,Anual
432102-0275,Formulado,Anual
432102-0300,Formulado,Anual
432102-0325,Formulado,Anual
432102-0350,Formulado,Anual
432102-0375,Formulado,Anual
432102-0400,Formulado,Anual
432102-0425,Formulado,Anual
432102-0450,Formulado,Anual
432102-0475,Formulado,Anual
432102-0500,Formulado,Anual
432102-0550,Formulado,Anual
432102-0600,Formulado,Anual
432502+00,,Anual
433102+0050,Formulado,Anual
433102+0075,Formulado,Anual
433102+0100,Formulado,Anual
433102+0125,Formulado,Anual
433102+0150,Formulado,Anual
433102+0175,Formulado,Anual
433102+0200,Formulado,Anual
433102+0225,Formulado,Anual
433102+0250,Formulado,Anual
433102+0275,Formulado,Anual
433102+0300,Formulado,Anual
433102+0325,Formulado,Anual
433102+0350,Formulado,Anual
433102+0375,Formulado,Anual
433102+0400,Formulado,Anual
433102+0425,Formulado,Anual
433102+0450,Formulado,Anual
433102+0475,Formulado,Anual
433102+0500,Formulado,Anual
433102-0025,Formulado,Anual
433102-0050,Formulado,Anual
433102-0075,Formulado,Anual
433102-0100,Formulado,Anual
433102-0125,Formulado,Anual
433102-0150,Formulado,Anual
433102-0175,Formulado,Anual
433102-0200,Formulado,Anual
433102-0225,Formulado,Anual
433102-0250,Formulado,Anual
433102-0275,Formulado,Anual
433102-0300,Formulado,Anual
433102-0325,Formulado,Anual
433102-0350,Formulado,Anual
433102-0375,Formulado,Anual
433102-0400,Formulado,Anual
433102-0425,Formulado,Anual
433102-0450,Formulado,Anual
433102-0475,Formulado,Anual
433102-0500,Formulado,Anual
433102-0550,Formulado,Anual
433102-0600,Formulado,Anual
433402+0050,Formulado,Anual
433402+0075,Formulado,Anual
433402+0100,Formulado,Anual
433402+0125,Formulado,Anual
433402+0150,Formulado,Anual
433402+0175,Formulado,Anual
433402+0200,Formulado,Anual
433402+0225,Formulado,Anual
433402+0250,Formulado,Anual
433402+0275,Formulado,Anual
433402+0300,Formulado,Anual
433402+0325,Formulado,Anual
433402+0350,Formulado,Anual
433402+0375,Formulado,Anual
433402+0400,Formulado,Anual
433402+0425,Formulado,Anual
433402+0450,Formulado,Anual
433402+0475,Formulado,Anual
433402+0500,Formulado,Anual
433402-0025,Formulado,Anual
433402-0050,Formulado,Anual
433402-0075,Formulado,Anual
433402-0100,Formulado,Anual
433402-0125,Formulado,Anual
433402-0150,Formulado,Anual
433402-0175,Formulado,Anual
433402-0200,Formulado,Anual
433402-0225,Formulado,Anual
433402-0250,Formulado,Anual
433402-0275,Formulado,Anual
433402-0300,Formulado,Anual
433402-0325,Formulado,Anual
433402-0350,Formulado,Anual
433402-0375,Formulado,Anual
433402-0400,Formulado,Anual
433402-0425,Formulado,Anual
433402-0450,Formulado,Anual
433402-0475,Formulado,Anual
433402-0500,Formulado,Anual
433402-0550,Formulado,Anual
433402-0600,Formulado,Anual
433502+0,,Anual
433602+00,,Anual
434102+0050,Formulado,Anual
434102+0075,Formulado,Anual
434102+0100,Formulado,Anual
434102+0125,Formulado,Anual
434102+0150,Formulado,Anual
434102+0175,Formulado,Anual
434102+0200,Formulado,Anual
434102+0225,Formulado,Anual
434102+0250,Formulado,Anual
434102+0275,Formulado,Anual
434102+0300,Formulado,Anual
434102+0325,Formulado,Anual
434102+0350,Formulado,Anual
434102+0375,Formulado,Anual
434102+0400,Formulado,Anual
434102+0425,Formulado,Anual
434102+0450,Formulado,Anual
434102+0475,Formulado,Anual
434102+0500,Formulado,Anual
434102-0025,Formulado,Anual
434102-0050,Formulado,Anual
434102-0075,Formulado,Anual
434102-0100,Formulado,Anual
434102-0125,Formulado,Anual
434102-0150,Formulado,Anual
434102-0175,Formulado,Anual
434102-0200,Formulado,Anual
434102-0225,Formulado,Anual
434102-0250,Formulado,Anual
434102-0275,Formulado,Anual
434102-0300,Formulado,Anual
434102-0325,Formulado,Anual
434102-0350,Formulado,Anual
434102-0375,Formulado,Anual
434102-0400,Formulado,Anual
434102-0425,Formulado,Anual
434102-0450,Formulado,Anual
434102-0475,Formulado,Anual
434102-0500,Formulado,Anual
434102-0550,Formulado,Anual
434102-0600,Formulado,Anual
434502+0000,,Anual
434602+0000,,Anual
436102+0050,Formulado,Anual
436102+0075,Formulado,Anual
436102+0100,Formulado,Anual
436102+0125,Formulado,Anual
436102+0150,Formulado,Anual
436102+0175,Formulado,Anual
436102+0200,Formulado,Anual
436102+0225,Formulado,Anual
436102+0250,Formulado,Anual
436102+0275,Formulado,Anual
436102+0300,Formulado,Anual
436102+0325,Formulado,Anual
436102+0350,Formulado,Anual
436102+0375,Formulado,Anual
436102+0400,Formulado,Anual
436102+0425,Formulado,Anual
436102+0450,Formulado,Anual
436102+0475,Formulado,Anual
436102+0500,Formulado,Anual
436102-0025,Formulado,Anual
436102-0050,Formulado,Anual
436102-0075,Formulado,Anual
436102-0100,Formulado,Anual
436102-0125,Formulado,Anual
436102-0150,Formulado,Anual
436102-0175,Formulado,Anual
436102-0200,Formulado,Anual
436102-0225,Formulado,Anual
436102-0250,Formulado,Anual
436102-0275,Formulado,Anual
436102-0300,Formulado,Anual
436102-0325,Formulado,Anual
436102-0350,Formulado,Anual
436102-0375,Formulado,Anual
436102-0400,Formulado,Anual
436102-0425,Formulado,Anual
436102-0450,Formulado,Anual
436102-0475,Formulado,Anual
436102-0500,Formulado,Anual
436102-0550,Formulado,Anual
436102-0600,Formulado,Anual
436502+00,,Anual
431102-0800,Formulado,Anual
440102-0025,Formulado,Mensual
440102-0050,Formulado,Mensual
440102-0075,Formulado,Mensual
440102-0100,Formulado,Mensual
440102-0125,Formulado,Mensual
440102-0150,Formulado,Mensual
440102-0175,Formulado,Mensual
440102-0200,Formulado,Mensual
440102-0225,Formulado,Mensual
440102-0250,Formulado,Mensual
440102-0275,Formulado,Mensual
440102-0300,Formulado,Mensual
440102-0325,Formulado,Mensual
440102-0350,Formulado,Mensual
440102-0375,Formulado,Mensual
440102-0400,Formulado,Mensual
440102-0425,Formulado,Mensual
440102-0450,Formulado,Mensual
440102-0475,Formulado,Mensual
440102-0500,Formulado,Mensual
440102-0550,Formulado,Mensual
440102-0600,Formulado,Mensual
441102-0025,Formulado,Mensual
441102-0050,Formulado,Mensual
441102-0075,Formulado,Mensual
441102-0100,Formulado,Mensual
441102-0125,Formulado,Mensual
441102-0150,Formulado,Mensual
441102-0175,Formulado,Mensual
441102-0200,Formulado,Mensual
441102-0225,Formulado,Mensual
441102-0250,Formulado,Mensual
441102-0275,Formulado,Mensual
441102-0300,Formulado,Mensual
441102-0325,Formulado,Mensual
441102-0350,Formulado,Mensual
441102-0375,Formulado,Mensual
441102-0400,Formulado,Mensual
441102-0425,Formulado,Mensual
441102-0450,Formulado,Mensual
441102-0475,Formulado,Mensual
441102-0500,Formulado,Mensual
441102-0550,Formulado,Mensual
441102-0600,Formulado,Mensual
442102-0025,Formulado,Mensual
442102-0050,Formulado,Mensual
442102-0075,Formulado,Mensual
442102-0100,Formulado,Mensual
442102-0125,Formulado,Mensual
442102-0150,Formulado,Mensual
442102-0175,Formulado,Mensual
442102-0200,Formulado,Mensual
442102-0225,Formulado,Mensual
442102-0250,Formulado,Mensual
442102-0275,Formulado,Mensual
442102-0300,Formulado,Mensual
442102-0325,Formulado,Mensual
442102-0350,Formulado,Mensual
442102-0375,Formulado,Mensual
442102-0400,Formulado,Mensual
442102-0425,Formulado,Mensual
442102-0450,Formulado,Mensual
442102-0475,Formulado,Mensual
442102-0500,Formulado,Mensual
442102-0550,Formulado,Mensual
442102-0600,Formulado,Mensual
443102-0025,Formulado,Mensual
443102-0050,Formulado,Mensual
443102-0075,Formulado,Mensual
443102-0100,Formulado,Mensual
443102-0125,Formulado,Mensual
443102-0150,Formulado,Mensual
443102-0175,Formulado,Mensual
443102-0200,Formulado,Mensual
443102-0225,Formulado,Mensual
443102-0250,Formulado,Mensual
443102-0275,Formulado,Mensual
443102-0300,Formulado,Mensual
443102-0325,Formulado,Mensual
443102-0350,Formulado,Mensual
443102-0375,Formulado,Mensual
443102-0400,Formulado,Mensual
443102-0425,Formulado,Mensual
443102-0450,Formulado,Mensual
443102-0475,Formulado,Mensual
443102-0500,Formulado,Mensual
443102-0550,Formulado,Mensual
443102-0600,Formulado,Mensual
444102-0025,Formulado,Mensual
